id,year,mode,language,finweigh,general,stpvnbrd,swcndnbrd,cityligh,wtrswr,water,sewer,swclnbrd,stclnbrd,stswc,recparsy,parkvis,athfield,recpart,parkfa,recpract,parkgr,parklp,parkcl,libsystm,libmai,libbra,libonlin,libbo,onlibsvc,netlibsvc,libsta,conmalib,connelib,trspwlk,trsppub,trspbike,trsptaxi,trspdaln,trspcpl,trspptns,trspuber,munovr,mun12mth,muntim,muncle,munsaf,munmgmtcro,muncou,safdnb,safnnb,hrd311,cont311,use311sv,info311,infowebm,svc311,svcwebmo,phone311,web311,kids,k0to5,k6to18,kprisch,kpubsch,knosch,kqschl,dhouse,ownrenhm,dlivedsf,movesf,dincome,dage,gender,dsexornt,dethnic,primlang_1,primlang_2,primlang_3,primlang_4,deduc,disablephys,disablement,zipcode,district,mixed_1,mixed_2,mixed_3,mixed_4,issue1,issue2,issue3
201512126,2015,1,1,0.695734024,3,,,,,,,,,,3,1,,2,,,,,,,1,1,1,,,,,,,4,1,1,1,6,4,1,1,,0,,,,,,4,2,1,1,1,,,,,,,2,,,,,3,,3,1,6,4,4,6,2,3,4,1,,,,4,1,2,,11,,,,,,,
201512127,2015,1,1,1.720993996,3,1,3,3,4,,,2,2,,4,4,4,2,,,4,,,,2,1,1,4,,5,4,4,,,,,,,,,,,1,4,4,3,3,3,,,2,,,,,,,,,2,,,,,3,,3,2,2,3,5,2,1,3,5,1,,,,3,2,2,,9,,,,,,,
201512128,2015,1,1,1.010167003,3,,,,,,,,,,3,5,4,1,3,4,5,,,,1,1,5,6,5,6,6,,,6,1,1,1,6,1,1,1,,0,,,,,,4,4,1,1,2,,5,,7,,,1,2,1,,1,3,5,4,1,4,4,5,3,1,3,5,1,3,,,2,2,2,,11,,,,,,,
201512129,2015,1,1,0.85335201,3,,,,,,,,,,2,3,4,2,,,3,,,,3,1,1,4,,4,5,4,,3,5,1,3,1,1,1,1,,1,2,2,4,5,3,4,2,1,3,3,4,4,7,7,,,1,1,2,,,3,,5,2,6,4,3,4,2,3,10,1,,,,2,2,2,,10,5,3,,,,,
201512130,2015,1,1,0.740436971,4,1,4,3,5,,,1,4,,4,5,4,1,3,6,5,,,,2,2,1,5,,5,5,5,5,,,,,,,,,,1,3,2,3,6,3,,,1,3,2,6,7,5,5,,,2,,,,,3,,2,1,6,4,7,5,2,3,4,1,,,,4,2,2,,5,,,,,,,
201512131,2015,1,1,0.695734024,4,3,4,4,4,,,5,5,,4,4,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,4,,,2,,,,,,,,,2,,,,,3,,3,1,6,4,7,6,1,3,4,1,,,,4,2,2,,2,,,,,,,
201512132,2015,1,1,1.598978043,4,,,,,,,,,,5,4,5,1,4,5,5,,,,1,2,1,5,,6,5,,5,2,4,1,1,6,4,1,4,,0,,,,,,5,4,1,1,1,,,,,,,2,,,,,3,,4,1,5,4,4,1,1,3,2,1,,,,3,2,2,,11,,,,,,,
201512133,2015,1,1,0.740436971,3,3,4,3,5,,,5,4,,3,5,3,1,4,4,3,,,,1,2,3,4,4,6,5,,4,,,,,,,,,,1,3,4,3,4,4,,,1,2,4,4,4,7,7,,,1,2,1,1,,3,5,4,1,3,4,7,5,2,3,4,1,,,,4,1,2,,9,,,,,,,
201512134,2015,1,1,0.695734024,3,,,,,,,,,,4,2,5,1,4,4,4,,,,4,1,1,5,,4,5,5,,6,4,1,2,6,2,1,2,,1,3,3,4,3,4,5,5,1,1,1,,,,,,,2,,,,,3,,2,1,4,4,7,6,1,3,4,1,,,,4,2,2,,2,,,,,,,
201512135,2015,1,1,0.695734024,7,3,4,4,5,,,3,3,,5,4,6,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,4,5,5,1,5,,,1,2,2,5,5,5,5,,,2,,,,,3,,1,1,6,3,6,6,2,5,4,1,,,,4,2,2,,8,,,,,,,
201512136,2015,1,1,0.740436971,4,4,5,5,5,,,5,5,,5,1,,2,,,,,,,5,2,5,5,5,4,5,4,5,,,,,,,,,,1,4,3,4,5,3,,,1,3,1,4,,4,,,,2,,,,,3,,2,1,5,1,5,5,2,2,4,1,,,,4,1,2,,4,,,,,,,
201512137,2015,1,3,0.740436971,4,4,4,4,4,,,3,3,,4,2,6,2,,,6,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,4,2,4,,,2,,,,,,,,,1,2,1,,1,3,4,3,2,3,4,3,5,2,3,2,2,,,,1,2,2,,3,,,,,,,
201512138,2015,1,3,0.695734024,7,3,3,7,6,,,3,3,,7,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,6,3,,,1,1,1,,,,,,,2,,,,,3,,7,2,5,4,1,6,2,3,2,2,,,,1,2,2,,9,,,,,,,
201512139,2015,1,3,0.85335201,4,3,2,2,4,,,4,3,,4,5,3,1,4,4,4,,,,1,5,3,4,6,6,4,,4,,,,,,,,,,1,4,4,4,6,4,,,1,1,1,,,,,,,1,2,1,,1,3,4,5,1,4,4,4,4,1,3,2,2,,,,2,2,2,,10,,,,,,,
201512140,2015,1,3,1.720993996,3,,,,,,,,,,7,5,6,2,,,3,,,,1,4,1,3,,6,4,,3,1,1,1,1,6,1,1,1,,0,,,,,,3,3,1,1,1,,,,,,,1,1,2,,,3,,3,2,6,4,2,2,2,3,2,2,,,,2,2,2,,4,,,,,,,
201512141,2015,1,3,1.010167003,3,3,3,2,3,,,3,2,,4,5,4,1,4,3,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,4,,,1,1,1,,,,,,,1,2,1,,1,3,5,4,2,2,4,2,3,1,3,2,1,2,,,2,2,2,,5,,,,,,,
201512142,2015,1,1,0.695734024,4,,,,,,,,,,4,4,6,2,,,5,,,,1,1,1,,,,,,,6,6,1,5,1,1,5,1,,1,5,5,5,2,5,5,6,1,1,1,,,,,,,2,,,,,3,,4,1,4,4,2,6,2,3,5,3,,,,2,2,2,,10,,,,,,,
201512143,2015,1,1,0.85335201,4,5,5,4,5,,,5,5,,4,5,3,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,3,5,,,1,1,1,,,,,,,2,,,,,3,,1,1,5,4,6,4,1,3,5,1,,,,4,2,2,,11,,,,,,,
201512144,2015,1,1,0.695734024,5,,,,,,,,,,5,4,5,2,,,5,,,,1,2,1,6,,6,4,,4,1,1,1,1,6,1,1,1,,0,,,,,,2,1,2,,,,,,,,,2,,,,,3,,2,1,6,4,2,6,1,3,4,1,,,,2,1,2,,11,,,,,,,
201512145,2015,1,1,1.720993996,3,,,,,,,,,,4,4,5,2,,,4,,,,1,1,1,,,,,,,1,3,5,2,1,1,1,3,,1,4,3,3,3,3,4,4,1,1,1,,,,,,,2,,,,,3,,4,1,6,4,6,2,1,3,2,1,,,,3,2,2,,9,,,,,,,
201512146,2015,1,1,1.010167003,4,,,,,,,,,,5,4,4,1,4,5,5,,,,5,4,3,5,5,4,5,5,5,3,5,1,1,6,1,1,1,,1,2,2,3,2,4,4,4,2,,,,,,,,,1,1,1,,1,3,4,4,2,3,1,5,3,2,3,2,14,,,,4,2,2,,7,,,,,,,
201512147,2015,1,1,1.720993996,4,,,,,,,,,,4,5,6,2,,,4,,,,2,1,3,4,4,6,5,5,,5,4,1,2,5,1,1,5,,1,3,3,4,5,3,4,4,1,1,2,,3,,3,,,2,,,,,3,,2,2,4,4,4,2,2,1,5,1,,,,4,2,2,,7,,,,,,,
201512148,2015,1,1,1.010167003,4,3,4,4,4,,,4,3,,4,5,4,1,4,6,3,,,,2,4,5,4,4,4,4,4,5,,,,,,,,,,1,3,2,4,3,2,,,1,4,5,5,3,4,3,,,1,1,2,,,3,,3,1,4,4,5,3,1,3,4,1,,,,4,2,2,,8,,,,,,,
201512149,2015,1,1,1.720993996,7,5,3,5,6,,,5,5,,4,5,5,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,5,2,5,,,1,1,1,,,,,,,2,,,,,3,,1,2,3,3,4,2,2,3,4,1,,,,2,2,2,,2,,,,,,,
201512150,2015,1,1,0.695734024,4,,,,,,,,,,4,5,4,2,,,4,,,,1,1,1,6,,6,6,6,,6,5,5,2,3,1,1,1,,1,4,3,4,2,4,4,3,2,,,,,,,,,2,,,,,3,,1,2,3,2,2,6,1,3,4,1,,,,4,2,2,,8,,,,,,,
201512151,2015,1,1,0.85335201,4,,,,,,,,,,2,5,3,1,2,4,3,,,,3,1,1,3,,4,4,2,,1,1,1,1,6,1,1,5,,1,5,3,3,5,3,5,3,1,2,2,4,4,3,4,,,2,,,,,3,,3,2,6,3,3,4,1,3,7,1,,,,3,2,2,,6,,,,,,,
201512152,2015,1,1,0.740436971,4,,,,,,,,,,5,4,6,1,4,5,3,,,,2,3,3,5,5,6,5,5,5,6,4,1,1,4,1,1,1,,1,5,4,5,2,5,5,4,2,,,,,,,,,1,1,1,,1,3,5,5,1,5,4,6,5,2,3,4,1,,,,4,2,2,,5,,,,,,,
201512153,2015,1,1,1.010167003,3,4,4,5,4,,,4,5,,3,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,3,3,,,1,3,1,4,,4,,,,1,1,2,,,3,,4,1,6,4,7,3,1,3,2,1,,,,2,2,2,,1,,,,,,,
201512154,2015,1,3,1.598978043,7,,,,,,,,,,7,1,,2,,,,,,,1,1,1,,,,,,,1,1,1,1,5,1,1,1,,1,3,2,3,3,4,4,3,2,,,,,,,,,1,1,2,,,3,,7,1,7,6,8,1,1,3,2,2,,,,2,2,2,,12,,,,,,,
201512155,2015,1,1,1.598978043,4,3,4,4,5,,,4,4,,4,4,3,2,,,3,,,,3,3,1,3,,3,4,3,3,,,,,,,,,,1,3,3,3,3,3,,,2,,,,,,,,,2,,,,,3,,4,1,5,4,5,1,1,3,2,2,,,,4,2,2,,3,,,,,,,
201512156,2015,1,3,1.010167003,5,5,5,4,5,,,5,5,,5,5,5,2,,,5,,,,1,4,1,5,,6,5,,5,,,,,,,,,,1,5,3,5,3,4,,,1,1,1,,,,,,,1,1,1,,1,3,5,4,2,3,2,4,3,1,3,2,2,,,,2,2,2,,1,,,,,,,
201512157,2015,1,1,0.740436971,3,,,,,,,,,,4,5,4,1,4,4,4,,,,1,2,1,6,,6,5,,5,6,3,3,1,6,1,1,2,,1,3,4,3,3,3,5,5,1,2,1,5,,5,,,,2,,,,,3,,2,1,5,1,5,5,1,5,4,1,,,,3,2,2,,8,,,,,,,
201512158,2015,1,1,0.740436971,3,,,,,,,,,,3,4,4,2,,,4,,,,1,4,4,4,4,3,4,,5,6,5,1,2,6,1,1,2,,1,3,3,3,4,4,4,3,1,3,3,4,3,3,3,,,2,,,,,3,,3,1,5,4,2,5,1,3,1,1,,,,3,2,2,,10,,,,,,,
201512159,2015,1,1,0.85335201,3,,,,,,,,,,1,5,5,1,4,6,5,,,,1,1,1,,,,,,,4,3,1,1,6,1,1,5,,0,,,,,,5,4,1,1,1,,,,,,,2,,,,,3,,2,1,5,4,7,4,2,3,4,1,,,,4,2,2,,1,,,,,,,
201512160,2015,1,1,1.010167003,4,4,5,5,5,,,5,4,,5,4,4,1,5,4,5,,,,1,2,1,6,,6,6,,6,,,,,,,,,,1,4,4,5,1,5,,,1,1,1,,,,,,,2,,,,,3,,2,2,2,3,6,3,1,3,1,1,,,,4,2,2,,2,,,,,,,
201512161,2015,1,1,1.010167003,3,3,2,2,4,,,1,2,,4,5,4,1,4,4,4,,,,2,5,4,4,6,6,5,3,5,,,,,,,,,,1,1,3,3,2,4,,,1,4,4,4,7,4,4,,,1,1,1,,1,3,5,4,1,4,4,7,3,2,3,4,1,,,,4,2,2,,5,,,,,,,
201512162,2015,1,1,1.598978043,4,,,,,,,,,,4,3,4,2,,,4,,,,1,5,1,5,,5,3,,5,6,6,1,4,1,1,1,1,,1,3,3,5,2,3,4,3,1,2,1,5,,7,,,,2,,,,,3,,3,2,2,4,6,1,1,3,5,1,,,,3,2,2,,10,,,,,,,
201512163,2015,1,1,0.695734024,3,3,5,5,4,,,5,5,,4,3,4,2,,,4,,,,2,2,1,5,,4,4,4,5,,,,,,,,,,1,4,3,3,3,4,,,1,3,3,5,5,4,7,,,2,,,,,3,,1,1,6,4,8,6,2,3,4,1,,,,4,2,2,,9,,,,,,,
201512164,2015,1,1,1.010167003,4,3,5,5,5,,,3,3,,4,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,1,1,4,4,7,3,1,2,4,1,,,,4,2,2,,8,,,,,,,
201512165,2015,1,1,0.695734024,3,,,,,,,,,,3,1,,2,,,,,,,3,1,1,6,,6,6,6,,1,1,1,1,1,1,1,1,,0,,,,,,5,6,2,,,,,,,,,2,,,,,3,,2,1,6,4,4,6,2,3,2,1,,,,4,1,2,,7,,,,,,,
201512166,2015,1,1,0.740436971,5,,,,,,,,,,4,1,,2,,,,,,,1,1,1,,,,,,,3,3,1,2,1,1,1,2,,1,5,5,4,2,5,3,2,1,1,1,,,,,,,2,,,,,3,,1,2,4,4,2,5,1,2,4,1,,,,2,1,1,,6,,,,,,,
201512167,2015,1,1,0.740436971,3,2,4,4,5,,,3,4,,7,1,,2,,,,,,,2,1,1,6,,6,6,4,,,,,,,,,,,1,4,3,4,3,4,,,1,2,1,5,,5,,,,2,,,,,3,,1,1,5,2,6,5,2,2,4,1,,,,3,2,2,,8,,,,,,,
201512168,2015,1,1,1.010167003,4,5,4,5,5,,,5,4,,5,5,5,2,,,5,,,,1,4,2,5,5,4,5,,5,,,,,,,,,,0,,,,,,,,1,2,1,5,,7,,,,1,1,2,,,3,,4,1,6,4,5,3,1,3,2,1,,,,4,2,2,,11,,,,,,,
201512169,2015,1,1,1.010167003,3,,,,,,,,,,3,4,3,2,,,4,,,,1,1,1,,,,,,,5,6,1,2,1,1,1,2,,1,1,1,1,5,1,3,2,2,,,,,,,,,2,,,,,3,,3,2,6,4,4,3,2,1,2,1,10,,,2,1,1,,9,,,,,,,
201512170,2015,1,3,1.720993996,4,3,2,4,4,,,3,2,,4,5,6,2,,,4,,,,4,1,1,4,,6,4,4,,,,,,,,,,,1,4,3,4,2,4,,,2,,,,,,,,,1,1,2,,,3,,3,2,2,4,1,2,2,3,2,2,,,,2,2,2,,5,,,,,,,
201512171,2015,1,1,0.85335201,2,,,,,,,,,,2,5,2,1,3,3,3,,,,5,1,1,4,,4,4,4,,6,6,5,1,1,1,1,1,,1,3,2,2,4,3,4,4,2,,,,,,,,,2,,,,,3,,1,2,6,4,2,4,1,3,4,1,,,,2,1,2,,6,,,,,,,
201512172,2015,1,1,1.720993996,4,,,,,,,,,,4,4,4,2,,,4,,,,2,2,3,5,5,6,5,4,4,6,5,2,5,5,3,1,3,,1,3,3,4,4,4,4,3,1,2,2,5,5,5,5,,,2,,,,,3,,2,1,3,4,7,2,1,2,4,1,,,,4,2,2,,6,,,,,,,
201512173,2015,1,3,0.695734024,4,,,,,,,,,,4,5,4,2,,,4,,,,5,5,1,4,,6,4,4,4,6,6,1,1,1,1,1,1,,1,4,2,3,3,4,4,1,2,,,,,,,,,1,1,2,,,3,,4,1,6,4,8,6,2,3,2,2,,,,2,2,2,,10,,,,,,,
201512174,2015,1,1,1.010167003,4,4,4,4,4,,,1,2,,3,5,4,1,4,4,4,,,,2,3,1,3,,6,5,4,5,,,,,,,,,,1,1,1,2,5,1,,,1,1,1,,,,,,,2,,,,,3,,1,2,4,3,5,3,1,2,10,1,,,,4,2,2,,1,12,5,,,,,
201512175,2015,1,3,0.740436971,4,3,4,4,4,,,3,3,,2,5,6,2,,,2,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,3,3,4,,,2,,,,,,,,,2,,,,,3,,3,2,3,4,3,5,2,3,2,2,,,,1,2,2,,12,,,,,,,
201512176,2015,1,1,0.740436971,7,,,,,,,,,,4,4,6,2,,,4,,,,4,4,4,4,5,6,5,5,5,2,2,1,2,6,1,1,1,,0,,,,,,5,5,1,2,1,1,,7,,,,2,,,,,3,,1,1,6,4,8,5,2,3,4,1,,,,4,2,2,,1,,,,,,,
201512177,2015,1,1,0.740436971,4,4,4,3,4,,,4,4,,3,5,2,1,3,3,3,,,,1,3,1,4,,6,4,,5,,,,,,,,,,1,4,3,4,3,4,,,1,5,1,5,,7,,,,2,,,,,3,,2,1,5,3,5,5,1,3,4,1,,,,3,1,2,,8,,,,,,,
201512178,2015,1,1,0.740436971,4,,,,,,,,,,4,5,3,1,3,5,4,,,,2,2,1,4,,4,5,3,5,6,5,1,2,4,1,1,1,,1,3,4,4,3,4,5,5,1,1,1,,,,,,,1,2,1,,1,3,5,3,1,6,4,8,5,1,3,4,1,,,,4,2,2,,9,,,,,,,
201512179,2015,1,1,0.85335201,4,1,3,4,4,,,1,1,,4,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,3,1,,,1,3,1,5,,5,,,,2,,,,,3,,2,1,4,1,7,4,1,2,5,1,,,,4,2,2,,5,,,,,,,
201710021,2017,1,1,0.707617998,4,,,,,,,,,,4,4,7,2,,,,5,4,5,1,1,1,,,,,,,2,1,1,1,2,1,1,1,4,2,,,,,,4,6,2,,,,,,,,,2,,,,,,,1,2,6,4,2,7,2,3,4,1,,,,3,1,2,94109,3,,,,,901,,
201710022,2017,1,1,0.707617998,3,3,3,4,,3,4,,,3,3,3,3,1,3,3,,3,4,4,1,2,1,4,,6,4,,4,,,,,,,,,2,1,3,2,3,2,4,,,1,1,1,,,,,,,2,,,,,,,4,1,6,4,5,7,1,3,1,1,,,,4,2,2,94124,10,,,,,200,602,
201710023,2017,1,1,0.871954024,5,4,4,4,,4,5,,,4,4,5,7,2,,,,4,5,4,5,1,1,6,,4,4,6,,,,,,,,,,4,1,4,4,4,4,3,,,2,,,,,,,,,2,,,,,,,1,3,5,1,1,4,1,3,5,1,3,,,2,2,2,94103,6,,,,,100,,
201710024,2017,1,1,0.871954024,4,,,,,,,,,,5,4,4,2,,,,4,4,3,2,4,4,3,2,6,6,5,5,6,4,5,1,1,1,1,1,4,1,5,5,4,4,4,,,1,2,3,,,,,4,2,2,,,,,,,1,2,4,4,3,4,1,2,4,1,,,,3,1,1,94133,3,,,,,402,,
201710025,2017,1,1,0.707617998,3,,,,,,,,,,4,1,,2,,,,,,4,2,1,1,4,,4,4,5,,6,6,1,5,1,6,6,1,5,1,4,5,5,5,4,5,5,2,,,,,,,,,2,,,,,,,4,2,6,4,5,7,1,3,4,4,,,,3,1,2,94118,1,,,,,504,,
201710026,2017,1,1,0.871954024,4,3,4,5,,5,5,,,3,5,5,5,1,4,5,,4,4,5,2,5,5,4,4,6,5,3,5,,,,,,,,,3,1,4,3,3,3,5,3,3,2,,,,,,,,,1,2,1,2,1,2,5,4,1,4,3,6,4,1,3,4,1,,,,4,2,2,94134,9,,,,,101,,
201710027,2017,1,1,0.933275998,4,,,,,,,,,,5,5,4,2,,,,4,4,4,1,1,1,,,,,,,6,2,1,1,6,5,1,5,3,1,3,4,4,3,4,,,1,1,2,,,,,,4,1,2,1,2,2,1,5,5,1,4,4,7,3,2,3,4,1,,,,4,2,2,94123,2,,,,,700,,
201710028,2017,1,1,0.707617998,3,4,2,3,,1,3,,,4,3,1,,2,,,,,,7,1,1,1,,,,,,,,,,,,,,,3,2,,,,,,3,2,1,3,1,,,,,4,,2,,,,,,,3,1,4,4,5,7,1,3,4,1,,,,4,1,2,94116,4,,,,,100,,
201710029,2017,1,1,1.779706955,4,5,5,5,,5,5,,,5,5,4,7,2,,,,4,5,5,2,1,2,4,4,6,5,5,,,,,,,,,,3,1,4,3,4,4,4,,,1,1,1,,,,,,,2,,,,,,,2,2,3,2,6,2,1,3,4,1,,,,4,2,2,94109,3,,,,,400,100,
201710030,2017,1,1,0.707617998,3,2,3,4,,3,3,,,2,4,5,7,2,,,,3,4,5,2,4,1,3,,6,5,2,3,,,,,,,,,4,1,5,3,3,3,4,4,4,1,1,1,,,,,,,2,,,,,,,5,1,6,4,5,7,1,3,5,3,,,,4,2,2,94122,4,,,,,100,,
201710031,2017,1,1,1.779706955,5,5,5,5,,5,5,,,5,4,4,5,1,5,5,,5,4,5,1,3,1,4,,5,5,,5,,,,,,,,,4,1,3,4,4,4,5,,,1,1,1,,,,,,,2,,,,,,,2,2,2,2,7,2,2,3,10,1,,,,4,2,2,94123,2,4,5,,,200,,
201710032,2017,1,1,0.933275998,3,2,2,5,,4,5,,,2,3,5,3,2,,,,3,3,4,2,1,2,3,5,6,3,4,,,,,,,,,,2,1,3,1,4,2,1,5,3,1,3,2,,,,,4,3,2,,,,,,,2,2,4,3,6,3,2,3,10,1,,,,4,2,2,94133,3,4,5,,,100,7,
201710033,2017,1,1,0.707617998,3,,,,,,,,,,3,4,7,2,,,,4,4,5,1,4,4,4,4,6,5,,5,6,2,1,2,4,4,1,2,3,1,3,4,4,3,4,,,1,1,1,,,,,,,2,,,,,,,2,2,6,4,4,7,2,3,4,1,,,,4,2,2,94122,5,,,,,701,800,
201710034,2017,1,1,0.933275998,4,3,3,4,,4,4,,,3,4,5,4,1,4,4,,5,4,4,1,4,1,4,,6,4,,4,,,,,,,,,3,1,3,4,4,3,4,,,2,,,,,,,,,1,1,1,2,2,1,4,5,1,3,3,7,3,2,3,4,20,,,,4,2,2,94114,8,,,,,100,,
201710035,2017,1,1,0.707617998,4,,,,,,,,,,3,4,7,2,,,,4,4,7,1,1,1,,,,,,,4,2,1,1,5,1,1,2,4,1,2,3,4,3,2,4,2,2,,,,,,,,,2,,,,,,,2,1,6,4,6,7,1,2,4,1,,,,4,1,2,94114,8,,,,,5,901,
201710036,2017,1,1,1.779706955,4,,,,,,,,,,4,4,5,2,,,,5,5,4,1,1,4,4,4,6,3,,,6,6,1,1,2,1,1,4,3,1,4,3,4,3,4,3,3,2,,,,,,,,,2,,,,,,,4,2,2,1,4,2,2,3,7,3,,,,4,2,2,94102,5,,,,,901,5,
201710037,2017,1,1,0.707617998,4,,,,,,,,,,7,1,,2,,,,,,7,1,1,1,,,,,,,6,1,1,5,1,2,1,1,5,2,,,,,,5,5,2,,,,,,,,,2,,,,,,,1,2,3,4,5,7,1,3,4,1,,,,4,1,2,94111,3,,,,,0,,
201710038,2017,1,1,0.707617998,5,4,4,5,,4,4,,,4,4,5,4,2,,,,4,4,4,2,2,1,4,,4,4,4,4,,,,,,,,,4,1,4,4,4,4,4,4,4,2,,,,,,,,,2,,,,,,,1,2,6,4,4,7,2,3,1,1,,,,3,2,2,94122,4,,,,,5,,
201710039,2017,1,1,0.871954024,7,,,,,,,,,,4,4,4,2,,,,4,4,4,1,1,1,,,,,,,6,1,1,1,6,5,1,2,1,2,,,,,,5,4,1,1,2,,,,,,4,2,,,,,,,4,1,5,2,8,4,2,3,4,1,4,,,4,2,2,94122,4,,,,,402,,
201710040,2017,1,1,0.707617998,4,,,,,,,,,,4,4,4,1,4,5,,4,5,4,1,3,1,4,,6,5,,4,3,3,1,1,6,3,1,1,6,2,,,,,,,,2,,,,,,,,,1,2,1,2,2,1,5,3,1,6,3,6,7,2,3,10,1,,,,3,2,2,94112,11,5,6,,,100,102,
201710041,2017,1,1,0.707617998,4,4,4,4,,4,4,,,4,5,2,4,2,,,,4,4,4,1,1,1,,,,,,,,,,,,,,,4,1,4,4,4,4,4,6,6,1,3,1,,,,,4,,2,,,,,,,2,2,6,4,4,7,2,5,2,1,,,,4,2,2,94134,9,,,,,401,,
201710042,2017,1,1,0.707617998,4,,,,,,,,,,4,3,7,1,7,7,,5,5,7,1,1,1,,,,,,,2,4,1,1,4,1,1,2,5,1,5,5,5,6,7,,,1,1,1,,,,,,,2,,,,,,,1,2,3,3,8,7,2,3,4,1,,,,3,2,2,94112,11,,,,,200,202,
201710043,2017,1,1,0.790762007,3,,,,,,,,,,4,3,4,2,,,,4,4,4,1,1,1,,,,,,,6,5,1,3,1,1,1,2,4,1,4,3,3,4,4,5,4,1,2,1,,,,,3,,2,,,,,,,1,1,6,4,5,6,2,3,4,1,,,,4,2,2,94118,1,,,,,3,,
201710044,2017,1,1,0.707617998,4,,,,,,,,,,5,4,7,2,,,,5,5,3,2,4,1,5,,4,5,2,2,6,5,1,2,1,1,1,1,3,1,4,3,4,4,4,,,1,1,1,,,,,,,2,,,,,,,1,2,6,4,8,7,2,3,4,1,,,,4,2,2,94110,9,,,,,9999,,
201710045,2017,1,1,0.933275998,3,2,4,4,,4,5,,,2,4,4,7,2,,,,4,4,7,1,1,1,,,,,,,,,,,,,,,4,1,5,4,5,4,5,5,3,2,,,,,,,,,2,,,,,,,1,2,2,2,6,3,2,3,4,42,,,,4,2,2,94109,3,,,,,401,,
201710046,2017,1,1,0.707617998,4,2,3,4,,5,6,,,2,4,4,7,2,,,,4,4,7,1,1,1,,,,,,,,,,,,,,,4,1,4,3,4,6,5,,,2,,,,,,,,,2,,,,,,,1,2,6,4,5,7,1,3,4,1,,,,1,2,2,94110,9,,,,,702,,
201710047,2017,1,1,1.779706955,4,,,,,,,,,,5,2,4,2,,,,5,3,5,2,1,4,5,5,5,5,5,,6,6,1,6,1,6,1,6,3,1,4,3,3,3,4,,,2,,,,,,,,,2,,,,,,,3,2,2,2,3,2,2,3,2,2,,,,4,2,2,94109,2,,,,,5,100,
201710048,2017,1,1,0.780640006,3,,,,,,,,,,4,4,3,2,,,,4,2,4,4,4,2,4,4,3,4,4,3,5,5,1,2,2,6,1,5,3,1,3,2,3,3,3,,,1,2,1,,,,,4,,2,,,,,,,2,2,6,3,6,5,2,3,4,1,,,,4,2,2,94118,5,,,,,100,101,
201710049,2017,1,1,0.871954024,4,5,3,5,,5,4,,,5,5,1,,2,,,,,,5,2,1,1,4,,5,5,5,,,,,,,,,,5,1,4,4,4,4,4,5,4,1,1,1,,,,,,,2,,,,,,,3,2,6,2,3,4,2,3,2,10,,,,2,2,2,94116,4,,,,,901,,
201710050,2017,1,1,0.933275998,4,,,,,,,,,,4,3,4,2,,,,4,3,4,1,2,1,4,,4,4,,5,4,2,1,1,5,1,1,5,2,1,2,1,1,2,2,,,1,1,1,,,,,,,1,2,1,1,2,2,5,3,2,4,4,7,3,2,3,10,1,,,,3,2,2,94158,6,2,4,,,100,,
201710051,2017,1,1,0.780640006,4,,,,,,,,,,4,3,7,2,,,,3,2,5,2,2,1,4,,4,4,3,3,2,3,1,1,1,1,1,1,3,2,,,,,,,,1,3,1,,,,,5,,2,,,,,,,1,1,5,3,4,5,2,3,4,1,,,,4,2,2,94116,7,,,,,5,,
201710052,2017,1,1,0.790762007,3,,,,,,,,,,4,4,3,2,,,,5,5,5,1,2,2,4,4,5,4,,4,4,3,1,1,6,1,1,5,4,1,4,4,3,3,3,,,1,2,1,,,,,2,,2,,,,,,,3,1,6,1,6,6,2,3,4,1,,,,4,1,2,94133,3,,,,,9999,,
201710053,2017,1,1,0.871954024,3,4,1,2,,4,4,,,4,4,2,4,2,,,,5,4,2,2,1,1,6,,6,3,1,,,,,,,,,,3,1,3,3,3,1,2,5,3,1,2,1,,,,,2,,2,,,,,,,2,2,5,4,6,4,2,3,4,1,,,,4,2,2,94121,8,,,,,9999,,
201710054,2017,1,1,0.790762007,3,4,4,4,,5,2,,,4,4,3,4,2,,,,4,3,4,4,2,1,3,,6,5,4,5,,,,,,,,,2,1,2,2,7,1,7,5,4,1,1,1,,,,,,,1,2,1,2,1,2,5,3,1,6,4,6,6,1,3,9,1,,,,4,2,2,94112,11,,,,,6,,
201710055,2017,1,1,1.454313993,3,,,,,,,,,,4,5,3,1,4,4,,4,3,5,2,5,2,3,4,6,4,4,5,6,6,1,1,1,6,1,4,3,1,4,3,2,2,4,4,2,2,,,,,,,,,1,1,2,,,,,3,2,2,1,5,1,2,3,5,3,,,,3,2,2,94110,9,,,,,400,,
